dept_cd	audit_user	audit_date	descs
831232	MGR	1/1/2014 00:00:00	CLUSTER SEMM MADIUN 2                   
871532	MGR	1/1/2014 00:00:00	CLUSTER SEMM MAGELANG                   
830332	MGR	1/1/2014 00:00:00	CLUSTER SEMM MALANG KAWI                
810532	MGR	1/1/2014 00:00:00	CLUSTER SEMM MATRAMAN JKT               
861032	MGR	1/1/2014 00:00:00	CLUSTER SEMM MEDAN AREA 1               
861132	MGR	1/1/2014 00:00:00	CLUSTER SEMM MEDAN AREA 2               
861532	MGR	1/1/2014 00:00:00	CLUSTER SEMM MEDAN AREA 3
830832	MGR	1/1/2014 00:00:00	CLUSTER SEMM MOJOKERTO                  
860632	MGR	1/1/2014 00:00:00	CLUSTER SEMM NAD                        
831532	MGR	1/1/2014 00:00:00	CLUSTER SEMM NGANJUK
860732	MGR	1/1/2014 00:00:00	CLUSTER SEMM PADANG                     
850732	MGR	1/1/2014 00:00:00	CLUSTER SEMM PALANGKARAYA
860132	MGR	1/1/2014 00:00:00	CLUSTER SEMM PALEMBANG                  
862732	MGR	1/1/2014 00:00:00	CLUSTER SEMM PALEMBANG II
841132	MGR	1/1/2014 00:00:00	CLUSTER SEMM PALOPO
840332	MGR	1/1/2014 00:00:00	CLUSTER SEMM PALU                       
860832	MGR	1/1/2014 00:00:00	CLUSTER SEMM PANGKAL PINANG             
840632	MGR	1/1/2014 00:00:00	CLUSTER SEMM PAPUA
840432	MGR	1/1/2014 00:00:00	CLUSTER SEMM PARE PARE
820332	MGR	1/1/2014 00:00:00	CLUSTER SEMM PASALARAN PLERED CIREBON   
831432	MGR	1/1/2014 00:00:00	CLUSTER SEMM PASURUAN                   
810232	MGR	1/1/2014 00:00:00	CLUSTER SEMM PATIMURA T BETUNG          
870932	MGR	1/1/2014 00:00:00	CLUSTER SEMM PEKALONGAN H WURUK         
860332	MGR	1/1/2014 00:00:00	CLUSTER SEMM PEKAN BARU                 
860932	MGR	1/1/2014 00:00:00	CLUSTER SEMM PEMATANG SIANTAR           
850232	MGR	1/1/2014 00:00:00	CLUSTER SEMM PONTIANAK                  
831332	MGR	1/1/2014 00:00:00	CLUSTER SEMM PROBOLINGGO                
870632	MGR	1/1/2014 00:00:00	CLUSTER SEMM PURBALINGGA                
870132	MGR	1/1/2014 00:00:00	CLUSTER SEMM PURWOKERTO SUDIRMAN        
811932	MGR	1/1/2014 00:00:00	CLUSTER SEMM RANGKAS BITUNG
861332	MGR	1/1/2014 00:00:00	CLUSTER SEMM RANTAU PRAPAT              
861732	MGR	1/1/2014 00:00:00	CLUSTER SEMM RENGAT PEKANBARU
850532	MGR	1/1/2014 00:00:00	CLUSTER SEMM SAMARINDA
850432	MGR	1/1/2014 00:00:00	CLUSTER SEMM SANGGAU
863132	MGR	1/1/2014 00:00:00	CLUSTER SEMM SIBOLGA
870232	MGR	1/1/2014 00:00:00	CLUSTER SEMM SOLO SUDIRMAN              
871632	MGR	1/1/2014 00:00:00	CLUSTER SEMM SOLO TIMUR
863032	MGR	1/1/2014 00:00:00	CLUSTER SEMM SOLOK
840132	MGR	1/1/2014 00:00:00	CLUSTER SEMM SULAWESI SELATAN           
840232	MGR	1/1/2014 00:00:00	CLUSTER SEMM SULAWESI UTARA             
810932	MGR	1/1/2014 00:00:00	CLUSTER SEMM TANGERANG                       
841032	MGR	1/1/2014 00:00:00	CLUSTER SEMM TERNATE
830632	MGR	1/1/2014 00:00:00	CLUSTER SEMM TULUNGAGUNG                
832632	MGR	1/1/2014 00:00:00	CLUSTER SINGARAJA
811232	MGR	1/1/2014 00:00:00	CLUSTER SM JAKARTA I DAN TANGGERANG
862932	MGR	1/1/2014 00:00:00	CLUSTER SM PEKANBARU 2
832732	MGR	1/1/2014 00:00:00	CLUSTER SUMBAWA
821232	MGR	1/1/2014 00:00:00	CLUSTER TASIKMALAYA
871432	MGR	1/1/2014 00:00:00	CLUSTER TEGAL                      
872332	MGR	1/1/2014 00:00:00	CLUSTER YOGYAKARTA I
752200	MGR	1/1/2014 00:00:00	COC BALIKPAPAN
763400	MGR	1/1/2014 00:00:00	COC BATAM
763700	MGR	1/1/2014 00:00:00	COC JAMBI
772800	MGR	1/1/2014 00:00:00	COC JOGJAKARTA
733100	MGR	1/1/2014 00:00:00	COC KEDIRI
763500	MGR	1/1/2014 00:00:00	COC PADANG
763600	MGR	1/1/2014 00:00:00	COC PALEMBANG
763300	MGR	1/1/2014 00:00:00	COC PEKANBARU
752100	MGR	1/1/2014 00:00:00	COC PONTIANAK
773000	MGR	1/1/2014 00:00:00	COC PURWOKERTO
752300	MGR	1/1/2014 00:00:00	COC SAMARINDA
772900	MGR	1/1/2014 00:00:00	COC SOLO
088781	MGR	1/1/2014 00:00:00	COC SYARIAH ACEH
088681	MGR	1/1/2014 00:00:00	COC SYARIAH BUKIT TINGGI
088581	MGR	1/1/2014 00:00:00	COC SYARIAH MARTAPURA
088881	MGR	1/1/2014 00:00:00	COC SYARIAH SOLO
909100	MGR	1/1/2014 00:00:00	COLLECTION CARD REG 2
909200	MGR	1/1/2014 00:00:00	COLLECTION CARD REG 3
909300	MGR	1/1/2014 00:00:00	COLLECTION CARD REG 4
909400	MGR	1/1/2014 00:00:00	COLLECTION CARD REG 5
909500	MGR	1/1/2014 00:00:00	COLLECTION CARD REG 6
909600	MGR	1/1/2014 00:00:00	COLLECTION CARD REG 7
900700	MGR	1/1/2014 00:00:00	COLLECTION CENTER SEMM                  
904900	MGR	1/1/2014 00:00:00	COLLECTION SOLUSI MODAL
050242	MGR	1/1/2014 00:00:00	COMM NON AGRI BALIKPAPAN - SUDIRMAN 
052642	MGR	1/1/2014 00:00:00	COMM NON AGRI BALIKPAPAN PANDANSARI
022742	MGR	1/1/2014 00:00:00	COMM NON AGRI BANDUNG - ASIA AFRIKA
020442	MGR	1/1/2014 00:00:00	COMM NON AGRI BANDUNG - MERDEKA
020142	MGR	1/1/2014 00:00:00	COMM NON AGRI BANDUNG - OTISTA
721842	MGR	1/1/2014 00:00:00	COMM NON AGRI BANDUNG 1                 
721942	MGR	1/1/2014 00:00:00	COMM NON AGRI BANDUNG 2                 
050842	MGR	1/1/2014 00:00:00	COMM NON AGRI BANJARMASIN - A.YANI
064942	MGR	1/1/2014 00:00:00	COMM NON AGRI BATAM GEDUNG NAGOYA
722042	MGR	1/1/2014 00:00:00	COMM NON AGRI BDG 3                     
031842	MGR	1/1/2014 00:00:00	COMM NON AGRI DENPASAR - HAYAM WURUK
060842	MGR	1/1/2014 00:00:00	COMM NON AGRI JAMBI - SUTOMO
005442	MGR	1/1/2014 00:00:00	COMM NON AGRI KUNINGAN                  
001642	MGR	1/1/2014 00:00:00	COMM NON AGRI KUNINGAN 1
004242	MGR	1/1/2014 00:00:00	COMM NON AGRI KUNINGAN 10
005642	MGR	1/1/2014 00:00:00	COMM NON AGRI KUNINGAN 2
000642	MGR	1/1/2014 00:00:00	COMM NON AGRI KUNINGAN 3
001542	MGR	1/1/2014 00:00:00	COMM NON AGRI KUNINGAN 4
000142	MGR	1/1/2014 00:00:00	COMM NON AGRI KUNINGAN 5
001042	MGR	1/1/2014 00:00:00	COMM NON AGRI KUNINGAN 6
009142	MGR	1/1/2014 00:00:00	COMM NON AGRI KUNINGAN 7
011242	MGR	1/1/2014 00:00:00	COMM NON AGRI KUNINGAN 8
000542	MGR	1/1/2014 00:00:00	COMM NON AGRI KUNINGAN 9
040442	MGR	1/1/2014 00:00:00	COMM NON AGRI MAKASSAR - A. YANI
040942	MGR	1/1/2014 00:00:00	COMM NON AGRI MAKASSAR - CENDRAWASIH
040542	MGR	1/1/2014 00:00:00	COMM NON AGRI MANADO SUTOMO
065142	MGR	1/1/2014 00:00:00	COMM NON AGRI MEDAN - A.YANI
063342	MGR	1/1/2014 00:00:00	COMM NON AGRI MEDAN - DIPONEGORO
061742	MGR	1/1/2014 00:00:00	COMM NON AGRI MEDAN - ISKANDAR MUDA
060942	MGR	1/1/2014 00:00:00	COMM NON AGRI MEDAN - PEMUDA
062042	MGR	1/1/2014 00:00:00	COMM NON AGRI MEDAN PUSAT PASAR
065342	MGR	1/1/2014 00:00:00	COMM NON AGRI MEDAN PUTRI HIJAU                   
061142	MGR	1/1/2014 00:00:00	COMM NON AGRI PALEMBANG SUDIRMAN
065242	MGR	1/1/2014 00:00:00	COMM NON AGRI PEKANBARU PROF YAMIN
050542	MGR	1/1/2014 00:00:00	COMM NON AGRI SAMARINDA - SUDIRMAN 
070642	MGR	1/1/2014 00:00:00	COMM NON AGRI SEMARANG - PEMUDA
074542	MGR	1/1/2014 00:00:00	COMM NON AGRI SEMARANG - SULTAN AGUNG
071142	MGR	1/1/2014 00:00:00	COMM NON AGRI SEMARANG MT.HARYONO
071042	MGR	1/1/2014 00:00:00	COMM NON AGRI SOLO - RAJIMAN
070342	MGR	1/1/2014 00:00:00	COMM NON AGRI SOLO - SUDIRMAN
030642	MGR	1/1/2014 00:00:00	COMM NON AGRI SURABAYA - COKLAT
031142	MGR	1/1/2014 00:00:00	COMM NON AGRI SURABAYA - DARMO
030742	MGR	1/1/2014 00:00:00	COMM NON AGRI SURABAYA - GUBERNUR SURYO
036142	MGR	1/1/2014 00:00:00	COMM NON AGRI SURABAYA - MAYJEN SUNGKONO
037142	MGR	1/1/2014 00:00:00	COMM NON AGRI SURABAYA - MAYJEN SUNGKONO
030842	MGR	1/1/2014 00:00:00	COMM NON AGRI SURABAYA - PASAR TURI
030942	MGR	1/1/2014 00:00:00	COMM NON AGRI SURABAYA J ANDAYANI
070742	MGR	1/1/2014 00:00:00	COMM NON AGRI YOGYAKARTA - DIPONEGORO
908500	MGR	1/1/2014 00:00:00	COMMERCIAL CREDIT RISK
014142	MGR	1/1/2014 00:00:00	COMMERCIAL JAKARTA 1 E - SUDIRMAN PLZ
013842	MGR	1/1/2014 00:00:00	COMMERCIAL JAKARTA 1 G  - THE EAST TOWER MEGA KUNINGAN
005942	MGR	1/1/2014 00:00:00	COMMERCIAL JAKARTA 1A
006142	MGR	1/1/2014 00:00:00	COMMERCIAL JAKARTA 1B
001742	MGR	1/1/2014 00:00:00	COMMERCIAL JAKARTA 1C
014042	MGR	1/1/2014 00:00:00	COMMERCIAL JAKARTA 1D - PERNIAGAAN TIMUR
015642	MGR	1/1/2014 00:00:00	COMMERCIAL JAKARTA 1F
007042	MGR	1/1/2014 00:00:00	COMMERCIAL JAKARTA 2A
000942	MGR	1/1/2014 00:00:00	COMMERCIAL JAKARTA 2B
005142	MGR	1/1/2014 00:00:00	COMMERCIAL JAKARTA 2C
002942	MGR	1/1/2014 00:00:00	COMMERCIAL JAKARTA 2D
007542	MGR	1/1/2014 00:00:00	COMMERCIAL JAKARTA 2E
011942	MGR	1/1/2014 00:00:00	COMMERCIAL JAKARTA 2F
007342	MGR	1/1/2014 00:00:00	COMMERCIAL JAKARTA 3A
003742	MGR	1/1/2014 00:00:00	COMMERCIAL JAKARTA 3B
003542	MGR	1/1/2014 00:00:00	COMMERCIAL JAKARTA 3C
001242	MGR	1/1/2014 00:00:00	COMMERCIAL JAKARTA 3D
001842	MGR	1/1/2014 00:00:00	COMMERCIAL JAKARTA 3E
008642	MGR	1/1/2014 00:00:00	COMMERCIAL JAKARTA 3F
924400	MGR	1/1/2014 00:00:00	COMMERCIAL SERVICE DESK
900100	MGR	1/1/2014 00:00:00	COMMISSIONER                            
947010	MGR	1/1/2014 00:00:00	CONSUMER ASSET - BIZ SUPPORT
907100	MGR	1/1/2014 00:00:00	CONSUMER COLL AND CRD OPS DEVELOPMENT SUPPORT
940210	MGR	1/1/2014 00:00:00	CONSUMER OUT-REGION COLLECTION
907300	MGR	1/1/2014 00:00:00	CONSUMER SALES PERFORMANCE MANAGEMENT
910300	MGR	1/1/2014 00:00:00	CONSUMER SERVICE QUALITY
946710	MGR	1/1/2014 00:00:00	CONSUMER UNSECURED COLLECTION
907000	MGR	1/1/2014 00:00:00	CONSUMER UNSECURED CREDIT UW
920300	MGR	1/1/2014 00:00:00	CORPORATE & SMEC CASH@WORK              
905300	MGR	1/1/2014 00:00:00	CORPORATE LEARNING & DEVELOPMENT
941951	MGR	1/1/2014 00:00:00	CORPORATE LENDING                       
904600	MGR	1/1/2014 00:00:00	CORPORATE REAL ESTATE MANAGEMENT
925600	MGR	1/1/2014 00:00:00	CORPORATE SAFETY MGT AND REG COORD
089681	MGR	1/1/2014 00:00:00	CORPORATE SYARIAH
902700	MGR	1/1/2014 00:00:00	CP & CREDIT MIS
904800	MGR	1/1/2014 00:00:00	CPMM TRANSISI NCBS
721710	MGR	1/1/2014 00:00:00	CRD FACTORY DANA INSTANT BANDUNG
712310	MGR	1/1/2014 00:00:00	CRD FACTORY DANA INSTANT JAKARTA
772110	MGR	1/1/2014 00:00:00	CRD FACTORY DANA INSTANT JOGJAKARTA
762010	MGR	1/1/2014 00:00:00	CRD FACTORY DANA INSTANT MEDAN
762110	MGR	1/1/2014 00:00:00	CRD FACTORY DANA INSTANT PEKANBARU
772010	MGR	1/1/2014 00:00:00	CRD FACTORY DANA INSTANT SEMARANG
732210	MGR	1/1/2014 00:00:00	CRD FACTORY DANA INSTANT SURABAYA
908700	MGR	1/1/2014 00:00:00	CREDIT RISK MANAGEMENT
901200	MGR	1/1/2014 00:00:00	CREDIT RISK OPERATIONS-COLLECTION             
901300	MGR	1/1/2014 00:00:00	CREDIT RISK OPERATIONS-CPU             
731800	MGR	1/1/2014 00:00:00	CREM BALI NUSRA                         
751200	MGR	1/1/2014 00:00:00	CREM BALIKPAPAN                         
721300	MGR	1/1/2014 00:00:00	CREM BANDUNG                            
922800	MGR	1/1/2014 00:00:00	CREM CHARGING KP&JAKARTA
711700	MGR	1/1/2014 00:00:00	CREM LAMPUNG                            
741600	MGR	1/1/2014 00:00:00	CREM MAKASSAR                           
741500	MGR	1/1/2014 00:00:00	CREM MANADO                             
761600	MGR	1/1/2014 00:00:00	CREM MEDAN                              
761700	MGR	1/1/2014 00:00:00	CREM PEKANBARU
771500	MGR	1/1/2014 00:00:00	CREM SEMARANG                           
731700	MGR	1/1/2014 00:00:00	CREM SURABAYA                           
711400	MGR	1/1/2014 00:00:00	CRM COLLECTION REG 1                    
721000	MGR	1/1/2014 00:00:00	CRM COLLECTION REG 2                    
731400	MGR	1/1/2014 00:00:00	CRM COLLECTION REG 3                    
741200	MGR	1/1/2014 00:00:00	CRM COLLECTION REG 4                    
750900	MGR	1/1/2014 00:00:00	CRM COLLECTION REG 5                    
761300	MGR	1/1/2014 00:00:00	CRM COLLECTION REG 6                    
771200	MGR	1/1/2014 00:00:00	CRM COLLECTION REG 7                    
978812	MGR	1/1/2014 00:00:00	CROSS SELLING ADMF -RB
974288	MGR	1/1/2014 00:00:00	CROSS SELLING COMMERCIAL BANKING - ADIRA
974221	MGR	1/1/2014 00:00:00	CROSS SELLING COMMERCIAL BANKING - CREDIT CARD CENTER
974212	MGR	1/1/2014 00:00:00	CROSS SELLING COMMERCIAL BANKING - RETAIL BANKING
974231	MGR	1/1/2014 00:00:00	CROSS SELLING COMMERCIAL BANKING - SME
973188	MGR	1/1/2014 00:00:00	CROSS SELLING SME - ADIRA
973142	MGR	1/1/2014 00:00:00	CROSS SELLING SME - COMMERCIAL BANKING
973121	MGR	1/1/2014 00:00:00	CROSS SELLING SME - CREDIT CARD CENTER
973112	MGR	1/1/2014 00:00:00	CROSS SELLING SME - RETAIL BANKING
903900	MGR	1/1/2014 00:00:00	CSA FIN CO
910200	MGR	1/1/2014 00:00:00	CUSTOMER & BUSINESS ENABLEMENT
906600	MGR	1/1/2014 00:00:00	CUSTOMER CARE & SERVICES
940110	MGR	1/1/2014 00:00:00	DANA INSTANT
110410	MGR	1/1/2014 00:00:00	DANA INSTANT CENTRALIZED
901700	MGR	1/1/2014 00:00:00	DANAMON ACCESS CENTER                   
901900	MGR	1/1/2014 00:00:00	DANAMON COORPORATE UNIVERSITY
908900	MGR	1/1/2014 00:00:00	DECISION MANAGEMENT
944521	MGR	1/1/2014 00:00:00	DIRECT SALES HO
944621	MGR	1/1/2014 00:00:00	DIRECT SALES OUT REGION
900200	MGR	1/1/2014 00:00:00	DIREKSI                                 
089581	MGR	1/1/2014 00:00:00	DIRHAM CARD
902000	MGR	1/1/2014 00:00:00	DIV ASSET BASED FINANCE                 
902200	MGR	1/1/2014 00:00:00	DIV BUSINESS CONTINUITY MGT PLUS        
920400	MGR	1/1/2014 00:00:00	DIV CARD TXN SERVICE                    
920500	MGR	1/1/2014 00:00:00	DIV CASH MANAGEMENT SMEC & CORPORATE    
941741	MGR	1/1/2014 00:00:00	DIV COMMERCIAL AGRIBUSINESS             
941842	MGR	1/1/2014 00:00:00	DIV COMMERCIAL NON AGRIBUSINESS         
902300	MGR	1/1/2014 00:00:00	DIV COMPLIANCE                          
902600	MGR	1/1/2014 00:00:00	DIV CORPORATE SECRETARY                 
920700	MGR	1/1/2014 00:00:00	DIV CUSTODY                             
900900	MGR	1/1/2014 00:00:00	DIV FINANCIAL ACC & TAX
905500	MGR	1/1/2014 00:00:00	DIV FINANCIAL PLANNING & PROJECT
902800	MGR	1/1/2014 00:00:00	DIV HUKUM                               
905600	MGR	1/1/2014 00:00:00	DIV INVESTOR RELATION
902900	MGR	1/1/2014 00:00:00	DIV MARKET RISK                         
903000	MGR	1/1/2014 00:00:00	DIV MARKETING PLANNING & PROJECT MGT    
905400	MGR	1/1/2014 00:00:00	DIV MIS FINCON
921000	MGR	1/1/2014 00:00:00	DIV OPERATION RISK & CONTROL                   
903300	MGR	1/1/2014 00:00:00	DIV OPERATIONAL RISK                    
901000	MGR	1/1/2014 00:00:00	DIV PROCUREMENT                         
902500	MGR	1/1/2014 00:00:00	DIV PUBLIC AFFAIRS
905700	MGR	1/1/2014 00:00:00	DIV RISK ANALYTICS
921200	MGR	1/1/2014 00:00:00	DIV SERVICE CENTER                      
941531	MGR	1/1/2014 00:00:00	DIV SMALL MED ENTERPRISES BANKING       
903400	MGR	1/1/2014 00:00:00	DIV SME & COMMERCIAL CREDIT RISK        
089481	MGR	1/1/2014 00:00:00	DIV SYARIAH TXN SERVICE                 
921400	MGR	1/1/2014 00:00:00	DIV TRADE FINANCE                       
921500	MGR	1/1/2014 00:00:00	DIV TRADE FINANCE & SERVICES FI         
921600	MGR	1/1/2014 00:00:00	DIV TRADE FINANCE COMMERCIAL            
921700	MGR	1/1/2014 00:00:00	DIV TRADE FINANCE CORPORATE             
921800	MGR	1/1/2014 00:00:00	DIV TRADE FINANCE SME                   
921900	MGR	1/1/2014 00:00:00	DIV TREASURY OPERATION                  
089281	MGR	1/1/2014 00:00:00	DIV UNIT USAHA SYARIAH                  
907700	MGR	1/1/2014 00:00:00	DIV.REMITTANCE RETAIL BANKING  
920600	MGR	1/1/2014 00:00:00	DIVISI TRANSACTION SUPPORT
911100	MGR	1/1/2014 00:00:00	DSP LEVERAGING
923100	MGR	1/1/2014 00:00:00	E-BANKING
921300	MGR	1/1/2014 00:00:00	FINANCE & MANAGEMENT SUPPORT
900800	MGR	1/1/2014 00:00:00	FINCON HO ADJUSTMENT                    
922700	MGR	1/1/2014 00:00:00	FIXED ASSET & DOCUMENTATION
640111	MGR	1/1/2014 00:00:00	GALERY DANA INSTANT A YANI MAKASAR
660211	MGR	1/1/2014 00:00:00	GALERY DANA INSTANT A YANI MEDAN
610211	MGR	1/1/2014 00:00:00	GALERY DANA INSTANT KALIBATA JAKARTA
670211	MGR	1/1/2014 00:00:00	GALERY DANA INSTANT PEMUDA SEMARANG
650111	MGR	1/1/2014 00:00:00	GALLERY DANA INSTANT ANTASARI BJR MASIN
620111	MGR	1/1/2014 00:00:00	GALLERY DANA INSTANT ASIA AFRIKA BDG
610511	MGR	1/1/2014 00:00:00	GALLERY DANA INSTANT CIKINI JAKARTA
610111	MGR	1/1/2014 00:00:00	GALLERY DANA INSTANT DEWI SARTIKA JKT
630111	MGR	1/1/2014 00:00:00	GALLERY DANA INSTANT DIPONEGO SBY
610311	MGR	1/1/2014 00:00:00	GALLERY DANA INSTANT JATINEGARA JKT
670111	MGR	1/1/2014 00:00:00	GALLERY DANA INSTANT KALIURANG YOGYA
630411	MGR	1/1/2014 00:00:00	GALLERY DANA INSTANT MARGOREJO INDAH SBY
672111	MGR	1/1/2014 00:00:00	GALLERY DANA INSTANT PAT URIP S YOGYA
670311	MGR	1/1/2014 00:00:00	GALLERY DANA INSTANT PEMUDA PATI
610411	MGR	1/1/2014 00:00:00	GALLERY DANA INSTANT TB SUPOMO JKT
906500	MGR	1/1/2014 00:00:00	HO OPERATION SUPPORT AND MONITORING
908200	MGR	1/1/2014 00:00:00	HR CONSUMER
900400	MGR	1/1/2014 00:00:00	HR HUMAN CAPITAL 
900300	MGR	1/1/2014 00:00:00	HR MANAGEMENT
908100	MGR	1/1/2014 00:00:00	HR MASS MARKET
903500	MGR	1/1/2014 00:00:00	HR PROJECT
711900	MGR	1/1/2014 00:00:00	HR REPRESENTATIVE WIL 1                 
721500	MGR	1/1/2014 00:00:00	HR REPRESENTATIVE WIL 2                 
732000	MGR	1/1/2014 00:00:00	HR REPRESENTATIVE WIL 3                 
741800	MGR	1/1/2014 00:00:00	HR REPRESENTATIVE WIL 4                 
751400	MGR	1/1/2014 00:00:00	HR REPRESENTATIVE WIL 5                 
761800	MGR	1/1/2014 00:00:00	HR REPRESENTATIVE WIL 6                 
771700	MGR	1/1/2014 00:00:00	HR REPRESENTATIVE WIL 7                 
903700	MGR	1/1/2014 00:00:00	HR STRATEGY, PLANNING & ANALITICS
908000	MGR	1/1/2014 00:00:00	HR SUPPORT
908300	MGR	1/1/2014 00:00:00	HR WHOLESALE
903600	MGR	1/1/2014 00:00:00	HRIS & SERVICES
906300	MGR	1/1/2014 00:00:00	HUMAN CAPITAL
922000	MGR	1/1/2014 00:00:00	IDLE PROPERTY                           
903800	MGR	1/1/2014 00:00:00	INDUSTRIAL & EMPLOYEE RELATION          
944721	MGR	1/1/2014 00:00:00	INTEGRATED SALES SUPPORT
925500	MGR	1/1/2014 00:00:00	INTEROFFICE ATM
909000	MGR	1/1/2014 00:00:00	INVESTMENT & FX PRODUCT
930800	MGR	1/1/2014 00:00:00	IT CARDS & SATELLITE
930100	MGR	1/1/2014 00:00:00	IT COLLECTION&LOS                       
930200	MGR	1/1/2014 00:00:00	IT COMMUNICATION                        
930300	MGR	1/1/2014 00:00:00	IT CONS FINANCE,CARDS,CHANNELS& MASS MKT
930400	MGR	1/1/2014 00:00:00	IT CONSUMER & CASH MGT                  
930500	MGR	1/1/2014 00:00:00	IT DANAMON SENSORY SYSTEMS              
930600	MGR	1/1/2014 00:00:00	IT FINANCIAL CONTROL & FACILITIES       
930700	MGR	1/1/2014 00:00:00	IT INFRASTRUCTURE                       
930900	MGR	1/1/2014 00:00:00	IT MANAGEMENT                           
931600	MGR	1/1/2014 00:00:00	IT MASS MARKET
931800	MGR	1/1/2014 00:00:00	IT NCBS
931000	MGR	1/1/2014 00:00:00	IT PMO                                  
931100	MGR	1/1/2014 00:00:00	IT QUALITY MGT                          
931200	MGR	1/1/2014 00:00:00	IT SECURITY & COMPLIANCE                
931300	MGR	1/1/2014 00:00:00	IT SERVICE DELIVERY & OPERATIONS        
931700	MGR	1/1/2014 00:00:00	IT SMEC & CORPORATE
931400	MGR	1/1/2014 00:00:00	IT VENDOR MGT                           
089181	MGR	1/1/2014 00:00:00	JAKARTA OFFICE CHANNELING               
089781	MGR	1/1/2014 00:00:00	JFAB SYARIAH
942653	MGR	1/1/2014 00:00:00	JOINT FINANCE/ASSET BUY                 
901800	MGR	1/1/2014 00:00:00	KAMPUS
909800	MGR	1/1/2014 00:00:00	KNOWLEDGE MANAGEMENT
710400	MGR	1/1/2014 00:00:00	KPPW 1 JAKARTA                          
720300	MGR	1/1/2014 00:00:00	KPPW 2 JABAR                            
730400	MGR	1/1/2014 00:00:00	KPPW 3 JATIM & NUSRA                    
740300	MGR	1/1/2014 00:00:00	KPPW 4 SULAWESI & IRJA                  
760400	MGR	1/1/2014 00:00:00	KPPW 6 SUMATERA                         
770300	MGR	1/1/2014 00:00:00	KPPW 7 JATENG                           
909700	MGR	1/1/2014 00:00:00	LEARNING & INNOVATION
922100	MGR	1/1/2014 00:00:00	LIABILITY SUPPORT BUSINESS SUPP DIV     
905000	MGR	1/1/2014 00:00:00	LITIGASI
922200	MGR	1/1/2014 00:00:00	LOANS TRANSACTION SERVICE HO            
922300	MGR	1/1/2014 00:00:00	LTS ADIRA                               
922900	MGR	1/1/2014 00:00:00	LTS BANDUNG
922400	MGR	1/1/2014 00:00:00	LTS CORPORATE                           
923000	MGR	1/1/2014 00:00:00	LTS DANA INSTANT
922500	MGR	1/1/2014 00:00:00	LTS JF/AB                               
923500	MGR	1/1/2014 00:00:00	LTS SEMARANG
084481	MGR	1/1/2014 00:00:00	MAKASAR OFFICE CHANELLING
905900	MGR	1/1/2014 00:00:00	MARKET RESEARCH
084381	MGR	1/1/2014 00:00:00	MARTAPURA OFFICE CHANELLING
940821	MGR	1/1/2014 00:00:00	MERCHANT ACQUIRING 1     
941321	MGR	1/1/2014 00:00:00	MERCHANT ACQUIRING 2                
275632	MGR	1/1/2014 00:00:00	MIKRO AMBARAWA-PS BOJA
375132	MGR	1/1/2014 00:00:00	MIKRO AMBARAWA-PS KARANG JATI
374632	MGR	1/1/2014 00:00:00	MIKRO AMBARAWA-PS PARAKAN
271332	MGR	1/1/2014 00:00:00	MIKRO AMBARAWA-PS PROJO AMBARAWA
274332	MGR	1/1/2014 00:00:00	MIKRO AMBARAWA-PS SALATIGA
279132	MGR	1/1/2014 00:00:00	MIKRO AMBARAWA-PS TEMANGGUNG
273232	MGR	1/1/2014 00:00:00	MIKRO AMBARAWA-PS UNGARAN
250132	MGR	1/1/2014 00:00:00	MIKRO BALIKPAPAN-PS KLANDASAN
250632	MGR	1/1/2014 00:00:00	MIKRO BALIKPAPAN-PS PANDANSARI
251732	MGR	1/1/2014 00:00:00	MIKRO BANJARMSN-PS ANTASARI
250432	MGR	1/1/2014 00:00:00	MIKRO BANJARMSN-PS BARU
251432	MGR	1/1/2014 00:00:00	MIKRO BANJARMSN-PS GARUDA [BARABAI]
251632	MGR	1/1/2014 00:00:00	MIKRO BANJARMSN-PS INDUK [AMUNTAI]
251832	MGR	1/1/2014 00:00:00	MIKRO BANJARMSN-PS KURIPAN
250932	MGR	1/1/2014 00:00:00	MIKRO BANJARMSN-PS MALABAR
251232	MGR	1/1/2014 00:00:00	MIKRO BANJARMSN-PS MUHABAH
251932	MGR	1/1/2014 00:00:00	MIKRO BANJARMSN-PS TANJUNG TABALONG
218732	MGR	1/1/2014 00:00:00	MIKRO BEKASI JUANDA                     
271132	MGR	1/1/2014 00:00:00	MIKRO KUDUS-PS BITINGAN
277932	MGR	1/1/2014 00:00:00	MIKRO KUDUS-PS JEMBER
273332	MGR	1/1/2014 00:00:00	MIKRO KUDUS-PS JEPARA
279932	MGR	1/1/2014 00:00:00	MIKRO KUDUS-PS KALINYAMATAN
374732	MGR	1/1/2014 00:00:00	MIKRO KUDUS-PS KALIREJO UNDAAN
272932	MGR	1/1/2014 00:00:00	MIKRO KUDUS-PS KLIWON
372032	MGR	1/1/2014 00:00:00	MIKRO KUDUS-PS MAYONG
270632	MGR	1/1/2014 00:00:00	MIKRO KUDUS-PS PECANGAN
373532	MGR	1/1/2014 00:00:00	MIKRO KUDUS-PS TAHUNAN
372232	MGR	1/1/2014 00:00:00	MIKRO KUDUS-PS WELAHAN
271532	MGR	1/1/2014 00:00:00	MIKRO MAGELANG-PS BALEDONO PURWOREJO
373332	MGR	1/1/2014 00:00:00	MIKRO MAGELANG-PS GERABAK
375432	MGR	1/1/2014 00:00:00	MIKRO MAGELANG-PS KEBON POLO
