dept_cd	audit_user	audit_date	descs
369532	MGR	1/1/2014 00:00:00	MIKRO PSR PADANG ARO
262132	MGR	1/1/2014 00:00:00	MIKRO PSR PADANG SIDEMPUAN              
311632	MGR	1/1/2014 00:00:00	MIKRO PSR PADARINCANG
267132	MGR	1/1/2014 00:00:00	MIKRO PSR PAGAR ALAM                    
560932	MGR	1/1/2014 00:00:00	MIKRO PSR PAGAR DEWA
227132	MGR	1/1/2014 00:00:00	MIKRO PSR PAGI
250832	MGR	1/1/2014 00:00:00	MIKRO PSR PAGI SAMARINDA
272832	MGR	1/1/2014 00:00:00	MIKRO PSR PAKEM SLEMAN JATENG           
331232	MGR	1/1/2014 00:00:00	MIKRO PSR PAKIS KAB MALANG              
226032	MGR	1/1/2014 00:00:00	MIKRO PSR PALIMANAN                     
274832	MGR	1/1/2014 00:00:00	MIKRO PSR PALUR                         
366532	MGR	1/1/2014 00:00:00	MIKRO PSR PAMENANG MERANGIN
226532	MGR	1/1/2014 00:00:00	MIKRO PSR PAMEUNGPEUK
363932	MGR	1/1/2014 00:00:00	MIKRO PSR PANAN ARENGKA PEKANBARU
362132	MGR	1/1/2014 00:00:00	MIKRO PSR PANCUR BATU                   
330732	MGR	1/1/2014 00:00:00	MIKRO PSR PANDAAN                       
560432	MGR	1/1/2014 00:00:00	MIKRO PSR PANDAN
214232	MGR	1/1/2014 00:00:00	MIKRO PSR PANDEGLANG                    
225232	MGR	1/1/2014 00:00:00	MIKRO PSR PANGANDARAN                   
244632	MGR	1/1/2014 00:00:00	MIKRO PSR PANGKAJENE SIDRAP
262632	MGR	1/1/2014 00:00:00	MIKRO PSR PANGKALAN BALAI               
263232	MGR	1/1/2014 00:00:00	MIKRO PSR PANGKALAN BRANDAN             
255032	MGR	1/1/2014 00:00:00	MIKRO PSR PANGKALAN BUN
368532	MGR	1/1/2014 00:00:00	MIKRO PSR PANGURURAN
212932	MGR	1/1/2014 00:00:00	MIKRO PSR PANIMBANG PANDEGLANG          
217032	MGR	1/1/2014 00:00:00	MIKRO PSR PANJANG                       
244932	MGR	1/1/2014 00:00:00	MIKRO PSR PANNAMPU MAKASSAR
263732	MGR	1/1/2014 00:00:00	MIKRO PSR PANORAMA                      
234732	MGR	1/1/2014 00:00:00	MIKRO PSR PARE KEDIRI                   
361332	MGR	1/1/2014 00:00:00	MIKRO PSR PARLUASAN P SIANTAR           
335132	MGR	1/1/2014 00:00:00	MIKRO PSR PARON                         
217632	MGR	1/1/2014 00:00:00	MIKRO PSR PARUNG KAB BOGOR              
214032	MGR	1/1/2014 00:00:00	MIKRO PSR PARUNG PANJANG                
224132	MGR	1/1/2014 00:00:00	MIKRO PSR PASALARAN PLERED              
365832	MGR	1/1/2014 00:00:00	MIKRO PSR PASIR PANGAIRAN ROKAN HULU
332732	MGR	1/1/2014 00:00:00	MIKRO PSR PASIRIAN LUMAJANG           
246832	MGR	1/1/2014 00:00:00	MIKRO PSR PASO AMBON
238232	MGR	1/1/2014 00:00:00	MIKRO PSR PASURUAN                      
242232	MGR	1/1/2014 00:00:00	MIKRO PSR PATETEN BITUNG                
220732	MGR	1/1/2014 00:00:00	MIKRO PSR PATROL INDRAMAYU              
268332	MGR	1/1/2014 00:00:00	MIKRO PSR PAYAKUMBUH                    
210232	MGR	1/1/2014 00:00:00	MIKRO PSR PDK GEDE                      
216132	MGR	1/1/2014 00:00:00	MIKRO PSR PDK LABU JAKSEL               
271732	MGR	1/1/2014 00:00:00	MIKRO PSR PEDAN KLATEN                  
221032	MGR	1/1/2014 00:00:00	MIKRO PSR PEGADEN SUBANG                
223832	MGR	1/1/2014 00:00:00	MIKRO PSR PELITA SUKABUMI               
266132	MGR	1/1/2014 00:00:00	MIKRO PSR PEM I PANGKAL PINANG          
252432	MGR	1/1/2014 00:00:00	MIKRO PSR PEMANGKAT PONTIANAK
360132	MGR	1/1/2014 00:00:00	MIKRO PSR PEMBANGUNAN 2                 
562432	MGR	1/1/2014 00:00:00	MIKRO PSR PENARIK
561732	MGR	1/1/2014 00:00:00	MIKRO PSR PENDOPO LINTANG
363632	MGR	1/1/2014 00:00:00	MIKRO PSR PENDOPO MUARA ENIM            
253732	MGR	1/1/2014 00:00:00	MIKRO PSR PENDOPO MUARA TEWEH
269732	MGR	1/1/2014 00:00:00	MIKRO PSR PENUIN                        
269232	MGR	1/1/2014 00:00:00	MIKRO PSR PENYABUNGAN                   
266932	MGR	1/1/2014 00:00:00	MIKRO PSR PERAWANG                      
363832	MGR	1/1/2014 00:00:00	MIKRO PSR PERDAGANGAN                   
212032	MGR	1/1/2014 00:00:00	MIKRO PSR PERUMNAS KLENDER JKT          
335432	MGR	1/1/2014 00:00:00	MIKRO PSR PESANGGARAN BANYUWANGI        
279032	MGR	1/1/2014 00:00:00	MIKRO PSR PETANAHAN KEBUMEN             
231132	MGR	1/1/2014 00:00:00	MIKRO PSR PETERONGAN JOMBANG            
260432	MGR	1/1/2014 00:00:00	MIKRO PSR PETISAH MEDAN                 
216632	MGR	1/1/2014 00:00:00	MIKRO PSR PETOJO ILIR JAKPUS            
252232	MGR	1/1/2014 00:00:00	MIKRO PSR PETUNG BALIKPAPAN
310832	MGR	1/1/2014 00:00:00	MIKRO PSR PICUNG
241432	MGR	1/1/2014 00:00:00	MIKRO PSR PINASGKLN KAROMBASAN          
342632	MGR	1/1/2014 00:00:00	MIKRO PSR PIRU
266032	MGR	1/1/2014 00:00:00	MIKRO PSR PLAJU                         
331332	MGR	1/1/2014 00:00:00	MIKRO PSR PLAOSAN MAGETAN               
225532	MGR	1/1/2014 00:00:00	MIKRO PSR PLERED PURWAKARTA             
238532	MGR	1/1/2014 00:00:00	MIKRO PSR PLOSO JOMBANG                 
233732	MGR	1/1/2014 00:00:00	MIKRO PSR POHJEJER GONDANG              
237132	MGR	1/1/2014 00:00:00	MIKRO PSR PONOROGO                      
235832	MGR	1/1/2014 00:00:00	MIKRO PSR PORONG                        
245032	MGR	1/1/2014 00:00:00	MIKRO PSR POSO PALU
260932	MGR	1/1/2014 00:00:00	MIKRO PSR PRABUMULIH SUMSEL             
372132	MGR	1/1/2014 00:00:00	MIKRO PSR PRACIMANTORO                  
342032	MGR	1/1/2014 00:00:00	MIKRO PSR PRAFI
373432	MGR	1/1/2014 00:00:00	MIKRO PSR PREMBUN KEBUMEN               
219232	MGR	1/1/2014 00:00:00	MIKRO PSR PRINGSEWU KAB TANGGAMUS       
238132	MGR	1/1/2014 00:00:00	MIKRO PSR PROBOLINGGO                   
334832	MGR	1/1/2014 00:00:00	MIKRO PSR PUGER JEMBER                  
367732	MGR	1/1/2014 00:00:00	MIKRO PSR PULAU PUNJUNG
255732	MGR	1/1/2014 00:00:00	MIKRO PSR PURUK CAHU
339532	MGR	1/1/2014 00:00:00	MIKRO PSR PURWOHARJO
371532	MGR	1/1/2014 00:00:00	MIKRO PSR PURWONEGORO                   
334732	MGR	1/1/2014 00:00:00	MIKRO PSR PURWOSARI                     
260332	MGR	1/1/2014 00:00:00	MIKRO PSR PUSAT PASAR MEDAN             
365632	MGR	1/1/2014 00:00:00	MIKRO PSR RAKYAT PASIR PUTIH PKNBARU
360232	MGR	1/1/2014 00:00:00	MIKRO PSR RAMAI THAMRIN MEDAN           
334132	MGR	1/1/2014 00:00:00	MIKRO PSR RAMBIPUJI JEMBER              
562732	MGR	1/1/2014 00:00:00	MIKRO PSR RANAH BATAHAN
212532	MGR	1/1/2014 00:00:00	MIKRO PSR RANGKAS BITUNG                
342832	MGR	1/1/2014 00:00:00	MIKRO PSR RAPPANG
215132	MGR	1/1/2014 00:00:00	MIKRO PSR RAU SERANG                    
250532	MGR	1/1/2014 00:00:00	MIKRO PSR RAWA INDAH BONTANG
312232	MGR	1/1/2014 00:00:00	MIKRO PSR RAWA JITU
262432	MGR	1/1/2014 00:00:00	MIKRO PSR RAYA                          
241232	MGR	1/1/2014 00:00:00	MIKRO PSR RAYA MANDONGA KENDARI         
335632	MGR	1/1/2014 00:00:00	MIKRO PSR REDJOTANGAN KAB TULUNG AGUNG  
269432	MGR	1/1/2014 00:00:00	MIKRO PSR RENGAT                        
233132	MGR	1/1/2014 00:00:00	MIKRO PSR RENGEL JATIM                  
337132	MGR	1/1/2014 00:00:00	MIKRO PSR RENTENG MATARAM
265732	MGR	1/1/2014 00:00:00	MIKRO PSR RIMBO BUJANG MUARA REBO       
221632	MGR	1/1/2014 00:00:00	MIKRO PSR RJGALUH MAJALENGKA            
232432	MGR	1/1/2014 00:00:00	MIKRO PSR ROGOJAMPI JATIM               
312432	MGR	1/1/2014 00:00:00	MIKRO PSR RUMBIA
214832	MGR	1/1/2014 00:00:00	MIKRO PSR RUMPUT                        
236032	MGR	1/1/2014 00:00:00	MIKRO PSR RUNGKUT                       
338432	MGR	1/1/2014 00:00:00	MIKRO PSR RUTENG
343032	MGR	1/1/2014 00:00:00	MIKRO PSR SABO WAJO
368632	MGR	1/1/2014 00:00:00	MIKRO PSR SADABUAN
261532	MGR	1/1/2014 00:00:00	MIKRO PSR SAMBAS                        
253332	MGR	1/1/2014 00:00:00	MIKRO PSR SAMBAS PONTIANAK
231032	MGR	1/1/2014 00:00:00	MIKRO PSR SAMBI KEDIRI                  
253832	MGR	1/1/2014 00:00:00	MIKRO PSR SAMPIT MENTAWA
256032	MGR	1/1/2014 00:00:00	MIKRO PSR SANGGAU LEDO
230432	MGR	1/1/2014 00:00:00	MIKRO PSR SANGLAH BALI                  
530832	MGR	1/1/2014 00:00:00	MIKRO PSR SAPE
252932	MGR	1/1/2014 00:00:00	MIKRO PSR SARI MULIA PALANGKARAYA
267332	MGR	1/1/2014 00:00:00	MIKRO PSR SAROLANGUN JAMBI              
241732	MGR	1/1/2014 00:00:00	MIKRO PSR SATYA PRAJA GORONTALO         
248732	MGR	1/1/2014 00:00:00	MIKRO PSR SAUMLAKI
338832	MGR	1/1/2014 00:00:00	MIKRO PSR SAWOO - PONOROGO
264732	MGR	1/1/2014 00:00:00	MIKRO PSR SEBERLAWAN                    
225032	MGR	1/1/2014 00:00:00	MIKRO PSR SEDERHANA                     
250332	MGR	1/1/2014 00:00:00	MIKRO PSR SEGIRI SAMARINDA
253632	MGR	1/1/2014 00:00:00	MIKRO PSR SEKADAU
268932	MGR	1/1/2014 00:00:00	MIKRO PSR SEKAYU                        
337432	MGR	1/1/2014 00:00:00	MIKRO PSR SEKETENG MATARAM
364132	MGR	1/1/2014 00:00:00	MIKRO PSR SELAT PANJANG BENGKALIS
330332	MGR	1/1/2014 00:00:00	MIKRO PSR SELONO BETEK                  
367932	MGR	1/1/2014 00:00:00	MIKRO PSR SELUMA
265132	MGR	1/1/2014 00:00:00	MIKRO PSR SENAPELAN PEKANBARU           
335532	MGR	1/1/2014 00:00:00	MIKRO PSR SENDURO LUMAJANG              
268232	MGR	1/1/2014 00:00:00	MIKRO PSR SENGGOL DUMAI                 
245232	MGR	1/1/2014 00:00:00	MIKRO PSR SENTANI JAYAPURA
242532	MGR	1/1/2014 00:00:00	MIKRO PSR SENTRAL BULUKUMBA             
243832	MGR	1/1/2014 00:00:00	MIKRO PSR SENTRAL DAWI DAWI POMAALA     
242132	MGR	1/1/2014 00:00:00	MIKRO PSR SENTRAL DAYA MKSR             
240632	MGR	1/1/2014 00:00:00	MIKRO PSR SENTRAL GORONTALO             
240132	MGR	1/1/2014 00:00:00	MIKRO PSR SENTRAL KOTA KENDARI       
242432	MGR	1/1/2014 00:00:00	MIKRO PSR SENTRAL LIMBOTO               
244432	MGR	1/1/2014 00:00:00	MIKRO PSR SENTRAL MAKASSAR              
343832	MGR	1/1/2014 00:00:00	MIKRO PSR SENTRAL MAROS                 
240732	MGR	1/1/2014 00:00:00	MIKRO PSR SENTRAL PALOPO                
241132	MGR	1/1/2014 00:00:00	MIKRO PSR SENTRAL PANGKEP               
240532	MGR	1/1/2014 00:00:00	MIKRO PSR SENTRAL PARE PARE             
241632	MGR	1/1/2014 00:00:00	MIKRO PSR SENTRAL PINRANG               
243232	MGR	1/1/2014 00:00:00	MIKRO PSR SENTRAL RAHA                  
240932	MGR	1/1/2014 00:00:00	MIKRO PSR SENTRAL SENGKANG              
241832	MGR	1/1/2014 00:00:00	MIKRO PSR SENTRAL SINJAI                
242732	MGR	1/1/2014 00:00:00	MIKRO PSR SENTRAL SUNGGUMINASA          
243532	MGR	1/1/2014 00:00:00	MIKRO PSR SENTRAL TOLAI                 
241032	MGR	1/1/2014 00:00:00	MIKRO PSR SENTRAL WONOMULYO POLMAS      
255432	MGR	1/1/2014 00:00:00	MIKRO PSR SEPINGGAN
216032	MGR	1/1/2014 00:00:00	MIKRO PSR SERANG CIKARANG               
244232	MGR	1/1/2014 00:00:00	MIKRO PSR SERASI KOTAMOBAGU             
211132	MGR	1/1/2014 00:00:00	MIKRO PSR SERDANG JAKPUS                
238932	MGR	1/1/2014 00:00:00	MIKRO PSR SERIRIT SINGARAJA             
342232	MGR	1/1/2014 00:00:00	MIKRO PSR SERUI
367132	MGR	1/1/2014 00:00:00	MIKRO PSR SIAK
267932	MGR	1/1/2014 00:00:00	MIKRO PSR SIBOLGA                       
366132	MGR	1/1/2014 00:00:00	MIKRO PSR SIBUHUAN PADANG LAWAS
366332	MGR	1/1/2014 00:00:00	MIKRO PSR SIDIKALANG DAIRI
211932	MGR	1/1/2014 00:00:00	MIKRO PSR SIDOMULYO LAMSEL              
260532	MGR	1/1/2014 00:00:00	MIKRO PSR SIE KAMBING MEDAN             
368432	MGR	1/1/2014 00:00:00	MIKRO PSR SIE RAMPAH
365032	MGR	1/1/2014 00:00:00	MIKRO PSR SIGLI BANDA ACEH
531032	MGR	1/1/2014 00:00:00	MIKRO PSR SILA
562532	MGR	1/1/2014 00:00:00	MIKRO PSR SILAUT
276132	MGR	1/1/2014 00:00:00	MIKRO PSR SIMO SOLO                     
367332	MGR	1/1/2014 00:00:00	MIKRO PSR SIMPANG EMPAT PASAMAN
260632	MGR	1/1/2014 00:00:00	MIKRO PSR SIMPANG LIMUN MEDAN           
256732	MGR	1/1/2014 00:00:00	MIKRO PSR SIMPANG PAIT
312132	MGR	1/1/2014 00:00:00	MIKRO PSR SIMPANG PEMATANG
243732	MGR	1/1/2014 00:00:00	MIKRO PSR SIMPONG LUWUK                 
236832	MGR	1/1/2014 00:00:00	MIKRO PSR SINGARAJA                     
269832	MGR	1/1/2014 00:00:00	MIKRO PSR SINGKUT SAROLANGUN            
234132	MGR	1/1/2014 00:00:00	MIKRO PSR SINGOSARI                     
252532	MGR	1/1/2014 00:00:00	MIKRO PSR SINTANG PONTIANAK
361832	MGR	1/1/2014 00:00:00	MIKRO PSR SIPIN                         
560532	MGR	1/1/2014 00:00:00	MIKRO PSR SIPIROK
265432	MGR	1/1/2014 00:00:00	MIKRO PSR SITEBA                        
232532	MGR	1/1/2014 00:00:00	MIKRO PSR SITUBONDO JATIM               
246132	MGR	1/1/2014 00:00:00	MIKRO PSR SIWA WAJO
332932	MGR	1/1/2014 00:00:00	MIKRO PSR SLEKO MADIUN                  
338132	MGR	1/1/2014 00:00:00	MIKRO PSR SOE
343732	MGR	1/1/2014 00:00:00	MIKRO PSR SOFIFI
269532	MGR	1/1/2014 00:00:00	MIKRO PSR SOLOK                         
247632	MGR	1/1/2014 00:00:00	MIKRO PSR SOPPENG
222832	MGR	1/1/2014 00:00:00	MIKRO PSR SOREANG BDG                   
365432	MGR	1/1/2014 00:00:00	MIKRO PSR SOREK PKNBARU
245732	MGR	1/1/2014 00:00:00	MIKRO PSR SORONG
245932	MGR	1/1/2014 00:00:00	MIKRO PSR SOROWAKO LUWU
235232	MGR	1/1/2014 00:00:00	MIKRO PSR SRENGAT JATIM                 
218332	MGR	1/1/2014 00:00:00	MIKRO PSR SRIBHAWONO LAMTIM             
266232	MGR	1/1/2014 00:00:00	MIKRO PSR STABAT LANGKAT                
221132	MGR	1/1/2014 00:00:00	MIKRO PSR SUBANG                        
562032	MGR	1/1/2014 00:00:00	MIKRO PSR SUBULLUSALLAM
249332	MGR	1/1/2014 00:00:00	MIKRO PSR SUKAMAJU
225832	MGR	1/1/2014 00:00:00	MIKRO PSR SUKANAGARA CIANJUR            
266532	MGR	1/1/2014 00:00:00	MIKRO PSR SUKARAMAI MDN                 
260132	MGR	1/1/2014 00:00:00	MIKRO PSR SUKARAMAI PKNBR               
366832	MGR	1/1/2014 00:00:00	MIKRO PSR SUKARAMAI TAPUNG
234832	MGR	1/1/2014 00:00:00	MIKRO PSR SUKAWATI BALI                 
335232	MGR	1/1/2014 00:00:00	MIKRO PSR SUKODADI                      
271832	MGR	1/1/2014 00:00:00	MIKRO PSR SUKOHARJO JATENG              
334032	MGR	1/1/2014 00:00:00	MIKRO PSR SUKOREJO                      
336632	MGR	1/1/2014 00:00:00	MIKRO PSR SUKUN                         
222332	MGR	1/1/2014 00:00:00	MIKRO PSR SUMBER CIREBON                
334232	MGR	1/1/2014 00:00:00	MIKRO PSR SUMBER PUCUNG MALANG          
232832	MGR	1/1/2014 00:00:00	MIKRO PSR SUMBEREJO BOJONEGORO          
224532	MGR	1/1/2014 00:00:00	MIKRO PSR SUMEDANG                      
333732	MGR	1/1/2014 00:00:00	MIKRO PSR SUMOROTO PONOROGO             
375732	MGR	1/1/2014 00:00:00	MIKRO PSR SUMOWONO                      
373932	MGR	1/1/2014 00:00:00	MIKRO PSR SUMPIUH                       
366432	MGR	1/1/2014 00:00:00	MIKRO PSR SUNGAI BAHAR MUARO
256832	MGR	1/1/2014 00:00:00	MIKRO PSR SUNGAI DAMA
267632	MGR	1/1/2014 00:00:00	MIKRO PSR SUNGAI LIAT BANGKA BELITUNG   
269932	MGR	1/1/2014 00:00:00	MIKRO PSR SUNGAI LILIN                  
360832	MGR	1/1/2014 00:00:00	MIKRO PSR SUNGAI PENUH                  
252632	MGR	1/1/2014 00:00:00	MIKRO PSR SUNGAI PINYUH PONTIANAK
368032	MGR	1/1/2014 00:00:00	MIKRO PSR SUNGAI RUMBAI
369132	MGR	1/1/2014 00:00:00	MIKRO PSR SUNGAI TAMBANG
274532	MGR	1/1/2014 00:00:00	MIKRO PSR SUNGGINGAN BOYOLALI           
216832	MGR	1/1/2014 00:00:00	MIKRO PSR SUNTER PODOMORO JAKUT         
220532	MGR	1/1/2014 00:00:00	MIKRO PSR SURADE SKBM                   
376332	MGR	1/1/2014 00:00:00	MIKRO PSR SURUH SALATIGA                
561932	MGR	1/1/2014 00:00:00	MIKRO PSR SURYA ADI
236732	MGR	1/1/2014 00:00:00	MIKRO PSR TABANAN                       
222432	MGR	1/1/2014 00:00:00	MIKRO PSR TAGOG PADALARANG              
340332	MGR	1/1/2014 00:00:00	MIKRO PSR TAKALAR
364932	MGR	1/1/2014 00:00:00	MIKRO PSR TAKENGON BANDA ACEH
222032	MGR	1/1/2014 00:00:00	MIKRO PSR TALAGA MAJALENGKA             
218532	MGR	1/1/2014 00:00:00	MIKRO PSR TALANG PADANG RD INTAN        
337632	MGR	1/1/2014 00:00:00	MIKRO PSR TALIWANG MATARAM
219032	MGR	1/1/2014 00:00:00	MIKRO PSR TAMAN SARI                    
340832	MGR	1/1/2014 00:00:00	MIKRO PSR TAMBARANA - POSO PESISIR UTARA
211532	MGR	1/1/2014 00:00:00	MIKRO PSR TAMBUN BEKASI                 
251132	MGR	1/1/2014 00:00:00	MIKRO PSR TANGGA ARUNG TENGGARONG
562232	MGR	1/1/2014 00:00:00	MIKRO PSR TANGGO RAJO
235532	MGR	1/1/2014 00:00:00	MIKRO PSR TANGGUL                       
330832	MGR	1/1/2014 00:00:00	MIKRO PSR TANGGULANGIN SBY              
339632	MGR	1/1/2014 00:00:00	MIKRO PSR TANJUNG
561232	MGR	1/1/2014 00:00:00	MIKRO PSR TANJUNG AMPALU
268532	MGR	1/1/2014 00:00:00	MIKRO PSR TANJUNG BATU KEPRI            
236932	MGR	1/1/2014 00:00:00	MIKRO PSR TANJUNG MOJOKERTO             
366732	MGR	1/1/2014 00:00:00	MIKRO PSR TANJUNG PANDAN BANGKA BELITUNG
367432	MGR	1/1/2014 00:00:00	MIKRO PSR TANJUNG PINANG (BATU 9)
254532	MGR	1/1/2014 00:00:00	MIKRO PSR TANJUNG SELOR
564232	MGR	1/1/2014 00:00:00	MIKRO PSR TAPAK TUAN
369432	MGR	1/1/2014 00:00:00	MIKRO PSR TAPAN
252832	MGR	1/1/2014 00:00:00	MIKRO PSR TAPANDANG BERSERI BJRMSN
560832	MGR	1/1/2014 00:00:00	MIKRO PSR TAPUS
247232	MGR	1/1/2014 00:00:00	MIKRO PSR TARAILU MAMUJU
368832	MGR	1/1/2014 00:00:00	MIKRO PSR TARUTUNG
340732	MGR	1/1/2014 00:00:00	MIKRO PSR TAWAELI-PALU UTARA
255932	MGR	1/1/2014 00:00:00	MIKRO PSR TAYAN
261932	MGR	1/1/2014 00:00:00	MIKRO PSR TB TINGGI/PSR GAMBIR          
363132	MGR	1/1/2014 00:00:00	MIKRO PSR TEBING LAHAT                  
255232	MGR	1/1/2014 00:00:00	MIKRO PSR TELUK DALAM
560632	MGR	1/1/2014 00:00:00	MIKRO PSR TELUK DALAM
363232	MGR	1/1/2014 00:00:00	MIKRO PSR TELUK KUANTAN                 
253032	MGR	1/1/2014 00:00:00	MIKRO PSR TELUK LINGGA BONTANG
361532	MGR	1/1/2014 00:00:00	MIKRO PSR TEMBILAHAN                    
261632	MGR	1/1/2014 00:00:00	MIKRO PSR TEMBUNG                       
375832	MGR	1/1/2014 00:00:00	MIKRO PSR TEMPEL SLEMAN                 
369032	MGR	1/1/2014 00:00:00	MIKRO PSR TENAYAN
530432	MGR	1/1/2014 00:00:00	MIKRO PSR TENTE
247332	MGR	1/1/2014 00:00:00	MIKRO PSR TENTENA POSO
240232	MGR	1/1/2014 00:00:00	MIKRO PSR TERONG MAKASSAR               
333132	MGR	1/1/2014 00:00:00	MIKRO PSR TERUSAN GEDEG                 
262332	MGR	1/1/2014 00:00:00	MIKRO PSR TG BALAI                      
260232	MGR	1/1/2014 00:00:00	MIKRO PSR TG ENIM                       
261732	MGR	1/1/2014 00:00:00	MIKRO PSR TG MORAWA                     
361432	MGR	1/1/2014 00:00:00	MIKRO PSR TG MULYO KY AGUNG             
341032	MGR	1/1/2014 00:00:00	MIKRO PSR TIDORE
364732	MGR	1/1/2014 00:00:00	MIKRO PSR TIGA BINANGA MDN
310532	MGR	1/1/2014 00:00:00	MIKRO PSR TIGARAKSA
244832	MGR	1/1/2014 00:00:00	MIKRO PSR TILAMUTAH GORONTALO
245832	MGR	1/1/2014 00:00:00	MIKRO PSR TIMIKA
249832	MGR	1/1/2014 00:00:00	MIKRO PSR TINANGGEA
267732	MGR	1/1/2014 00:00:00	MIKRO PSR TJ PURA LANGKAT               
223332	MGR	1/1/2014 00:00:00	MIKRO PSR TJ SARI SUMEDANG              
362332	MGR	1/1/2014 00:00:00	MIKRO PSR TJG RAJA OGAN KEMIRING ILIR   
231432	MGR	1/1/2014 00:00:00	MIKRO PSR TJOEKIR JOMBANG               
232232	MGR	1/1/2014 00:00:00	MIKRO PSR TMN SEPANJANG SIDOARJO        
246432	MGR	1/1/2014 00:00:00	MIKRO PSR TOBELO HALMAHERA
362032	MGR	1/1/2014 00:00:00	MIKRO PSR TOBOALI                       
243332	MGR	1/1/2014 00:00:00	MIKRO PSR TODDOPOLI MKSAR               
248232	MGR	1/1/2014 00:00:00	MIKRO PSR TOILI
215232	MGR	1/1/2014 00:00:00	MIKRO PSR TOMANG BARAT                  
243432	MGR	1/1/2014 00:00:00	MIKRO PSR TOMOHON                       
340632	MGR	1/1/2014 00:00:00	MIKRO PSR TORIBULU PARIGI
246532	MGR	1/1/2014 00:00:00	MIKRO PSR TOWO TAHUNA
378132	MGR	1/1/2014 00:00:00	MIKRO PSR TRANGKIL
330932	MGR	1/1/2014 00:00:00	MIKRO PSR TRENGGALEK BLITAR             
336032	MGR	1/1/2014 00:00:00	MIKRO PSR TRETES PASURUAN               
247032	MGR	1/1/2014 00:00:00	MIKRO PSR TUAL MALUKU
239832	MGR	1/1/2014 00:00:00	MIKRO PSR TUBAN                         
339332	MGR	1/1/2014 00:00:00	MIKRO PSR TUBAN 2
212332	MGR	1/1/2014 00:00:00	MIKRO PSR TUGU DEPOK                    
266832	MGR	1/1/2014 00:00:00	MIKRO PSR TUGU MULYO LBK LINGGAU        
342532	MGR	1/1/2014 00:00:00	MIKRO PSR TULEHU
233032	MGR	1/1/2014 00:00:00	MIKRO PSR TUMPANG                       
230832	MGR	1/1/2014 00:00:00	MIKRO PSR TUREN MALANG                  
232632	MGR	1/1/2014 00:00:00	MIKRO PSR UBUD                          
262732	MGR	1/1/2014 00:00:00	MIKRO PSR UJUNG BATU RIAU               
221432	MGR	1/1/2014 00:00:00	MIKRO PSR UJUNG BERUNG BDG              
369232	MGR	1/1/2014 00:00:00	MIKRO PSR UJUNG GADING
368932	MGR	1/1/2014 00:00:00	MIKRO PSR UJUNG TANJUNG
365532	MGR	1/1/2014 00:00:00	MIKRO PSR UKUI PKNBARU
255632	MGR	1/1/2014 00:00:00	MIKRO PSR ULIN RAYA
218232	MGR	1/1/2014 00:00:00	MIKRO PSR UNIT II BJR AGUNG TLG BAWNG   
227432	MGR	1/1/2014 00:00:00	MIKRO PSR WADO
235632	MGR	1/1/2014 00:00:00	MIKRO PSR WADUNGASRI                    
341932	MGR	1/1/2014 00:00:00	MIKRO PSR WAENA
530132	MGR	1/1/2014 00:00:00	MIKRO PSR WAIKABUBAK
248632	MGR	1/1/2014 00:00:00	MIKRO PSR WAIMITAL
530232	MGR	1/1/2014 00:00:00	MIKRO PSR WAINGAPU
235132	MGR	1/1/2014 00:00:00	MIKRO PSR WALIKUKUN NGAWI               
249932	MGR	1/1/2014 00:00:00	MIKRO PSR WANCI
234632	MGR	1/1/2014 00:00:00	MIKRO PSR WARUJAYENG                    
275532	MGR	1/1/2014 00:00:00	MIKRO PSR WATES                         
238032	MGR	1/1/2014 00:00:00	MIKRO PSR WATES KEDIRI                     
242832	MGR	1/1/2014 00:00:00	MIKRO PSR WAWALINTOUAN TONDANO          
340932	MGR	1/1/2014 00:00:00	MIKRO PSR WAWOTOBI
219632	MGR	1/1/2014 00:00:00	MIKRO PSR WAY HALIM                     
312532	MGR	1/1/2014 00:00:00	MIKRO PSR WAY JEPARA
342932	MGR	1/1/2014 00:00:00	MIKRO PSR WEDA
370932	MGR	1/1/2014 00:00:00	MIKRO PSR WEDI KLATEN                   
230132	MGR	1/1/2014 00:00:00	MIKRO PSR WIYUNG SURABAYA                
233332	MGR	1/1/2014 00:00:00	MIKRO PSR WLINGI JATIM                  
274932	MGR	1/1/2014 00:00:00	MIKRO PSR WONOGIRI                      
272432	MGR	1/1/2014 00:00:00	MIKRO PSR WONOKRIYO GOMBONG             
231932	MGR	1/1/2014 00:00:00	MIKRO PSR WONOKROMO                     
275432	MGR	1/1/2014 00:00:00	MIKRO PSR WONOSARI                      
311932	MGR	1/1/2014 00:00:00	MIKRO PSR WONOSOBO
226132	MGR	1/1/2014 00:00:00	MIKRO PSR WRGKONDANG CIANJUR            
376732	MGR	1/1/2014 00:00:00	MIKRO PURBALINGGA-PS ADIPALA
374532	MGR	1/1/2014 00:00:00	MIKRO PURBALINGGA-PS BELIK PEMALANG
273032	MGR	1/1/2014 00:00:00	MIKRO PURBALINGGA-PS BOBOTSARI
375532	MGR	1/1/2014 00:00:00	MIKRO PURBALINGGA-PS JATILAWANG
278232	MGR	1/1/2014 00:00:00	MIKRO PURBALINGGA-PS KLAMPOK
276832	MGR	1/1/2014 00:00:00	MIKRO PURBALINGGA-PS KROYA
278932	MGR	1/1/2014 00:00:00	MIKRO PURBALINGGA-PS PURBALINGGA
